,drugname_brand,drugname_generic,anatomical,therapeutic,pharmacologic,chemical,substance,name
4581,FELDENE,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM
4582,FELDENE,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM BETADEX
4583,FELDENE,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM CINNAMATE
4584,FELDENE,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM OLAMINE
4585,FELDENE,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM
4586,FELDENE,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM BETADEX
4587,FELDENE,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM CINNAMATE
4588,FELDENE,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM OLAMINE
4589,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OXICAMS,PIROXICAM,PIROXICAM
4590,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OXICAMS,PIROXICAM,PIROXICAM BETADEX
4591,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OXICAMS,PIROXICAM,PIROXICAM CINNAMATE
4592,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OXICAMS,PIROXICAM,PIROXICAM OLAMINE
4593,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM
4594,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM BETADEX
4595,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM CINNAMATE
4596,PIROXICAM,PIROXICAM,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE",PIROXICAM,PIROXICAM OLAMINE
4597,PIROXICAM,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM
4598,PIROXICAM,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM BETADEX
4599,PIROXICAM,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM CINNAMATE
4600,PIROXICAM,PIROXICAM,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"ANTIINFLAMMATORY AGENTS, NON-STEROIDS",PIROXICAM,PIROXICAM OLAMINE
4601,FELODIPINE ER,FELODIPINE,CARDIOVASCULAR SYSTEM,CALCIUM CHANNEL BLOCKERS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,DIHYDROPYRIDINE DERIVATIVES,FELODIPINE,FELODIPINE
4602,FEMARA,LETROZOLE,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,AROMATASE INHIBITORS,LETROZOLE,LETROZOLE
4603,LETROZOLE,LETROZOLE,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,AROMATASE INHIBITORS,LETROZOLE,LETROZOLE
4604,FENOFIBRATE,FENOFIBRATE,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",FIBRATES,FENOFIBRATE,FENOFIBRATE
4605,FENOGLIDE,FENOFIBRATE,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",FIBRATES,FENOFIBRATE,FENOFIBRATE
4606,LIPOFEN,FENOFIBRATE,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",FIBRATES,FENOFIBRATE,FENOFIBRATE
4607,LOFIBRA,FENOFIBRATE,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",FIBRATES,FENOFIBRATE,FENOFIBRATE
4608,FERRIPROX,DEFERIPRONE,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,IRON CHELATING AGENTS,DEFERIPRONE,DEFERIPRONE
4609,FINASTERIDE,FINASTERIDE,DERMATOLOGICALS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICALS,FINASTERIDE,FINASTERIDE
4610,FINASTERIDE,FINASTERIDE,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,TESTOSTERONE-5-ALPHA REDUCTASE INHIBITORS,FINASTERIDE,FINASTERIDE
4611,PROPECIA,FINASTERIDE,DERMATOLOGICALS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICALS,FINASTERIDE,FINASTERIDE
4612,PROPECIA,FINASTERIDE,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,TESTOSTERONE-5-ALPHA REDUCTASE INHIBITORS,FINASTERIDE,FINASTERIDE
4613,PROSCAR,FINASTERIDE,DERMATOLOGICALS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICALS,FINASTERIDE,FINASTERIDE
4614,PROSCAR,FINASTERIDE,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,TESTOSTERONE-5-ALPHA REDUCTASE INHIBITORS,FINASTERIDE,FINASTERIDE
4615,FLAGYL,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE
4616,FLAGYL,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4617,FLAGYL,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4618,FLAGYL,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4619,FLAGYL,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE
4620,FLAGYL,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4621,FLAGYL,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4622,FLAGYL,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4623,FLAGYL,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4624,FLAGYL,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4625,FLAGYL,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4626,FLAGYL,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4627,FLAGYL,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4628,FLAGYL,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4629,FLAGYL,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4630,FLAGYL,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4631,FLAGYL,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4632,FLAGYL,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4633,FLAGYL,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4634,FLAGYL,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4635,FLAGYL ER,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE
4636,FLAGYL ER,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4637,FLAGYL ER,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4638,FLAGYL ER,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4639,FLAGYL ER,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE
4640,FLAGYL ER,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4641,FLAGYL ER,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4642,FLAGYL ER,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4643,FLAGYL ER,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4644,FLAGYL ER,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4645,FLAGYL ER,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4646,FLAGYL ER,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4647,FLAGYL ER,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4648,FLAGYL ER,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4649,FLAGYL ER,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4650,FLAGYL ER,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4651,FLAGYL ER,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4652,FLAGYL ER,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4653,FLAGYL ER,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4654,FLAGYL ER,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4655,METROCREAM,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE
4656,METROCREAM,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4657,METROCREAM,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4658,METROCREAM,METRONIDAZOLE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4659,METROCREAM,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE
4660,METROCREAM,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4661,METROCREAM,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4662,METROCREAM,METRONIDAZOLE,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,OTHER CHEMOTHERAPEUTICS,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4663,METROCREAM,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4664,METROCREAM,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4665,METROCREAM,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4666,METROCREAM,METRONIDAZOLE,GENITO URINARY SYSTEM AND SEX HORMONES,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4667,METROCREAM,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4668,METROCREAM,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4669,METROCREAM,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4670,METROCREAM,METRONIDAZOLE,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,IMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
4671,METROCREAM,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE
4672,METROCREAM,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE HYDROCHLORIDE
4673,METROCREAM,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE PHOSPHATE
4674,METROCREAM,METRONIDAZOLE,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,NITROIMIDAZOLE DERIVATIVES,METRONIDAZOLE,METRONIDAZOLE BENZOATE
